,node
8650,JUSTICE II/VANCE AST
8651,JUSTICE PEACE
8652,"JUSTIN, GLORIA"
8653,JUSUR
8654,JUTTA
8655,JUVAN
8656,JYX
8657,"JZEMLICO, WARDEN"
8658,KAA
8659,KABALLA
8660,K'AD-MON
8661,"KAFKA, DR. ASHLEY"
8662,KAINE
8663,"KAISHEK, GOM"
8664,"KAISHEK, HAAN"
8665,"KAISHEK, KIA"
8666,"KAISHEK, YOLYN"
8667,KALADAR [SHI'AR]
8668,KALA
8669,"KALE, JENNIFER"
8670,"KALE, NAOMI"
8671,KALI
8672,KALIKYA [INHUMAN]
8673,KALIN KARTH KITH
8674,KALMARI
8675,KALUU
8676,KAMAL
8677,KAMIKAZE
8678,KAMINARI
8679,KAMO THARNN
8680,KANDRA
8681,"KANE, LARRY"
8682,"KANE, MARCY/KAINA"
8683,"KANE, SUGAR"
8684,KANGAROO/FRANK OLIVE
8685,KANGAROO II/
8686,"KANNOR, ORLANDO"
8687,"KAPPELBAUM, MRS."
8688,KAREL
8689,KARGUL
8690,KARIMA
8691,"KARIM, MERYET"
8692,KARKAS [DEVIANT]
8693,KARKAS | MUTANT X-VE
8694,"KARLSON, KAREN"
8695,KARMA 2013
8696,KARMA/XI'AN COY MANH
8697,KARNAK DOPPELGANGER
8698,KARNAK [INHUMAN]
8699,KARNAK | MUTANT X-VE
8700,KARNILLA [ASGARDIAN]
8701,KARNIVOR
8702,KARSANO
8703,KARYGMAX
8704,KASEMA
8705,KASPIN
8706,KASTYX
8707,KATANA/
8708,KATAR
8709,KATHAR
8710,KATH
8711,KATOS
8712,KATSU'TA'RO
8713,KATU
8714,KATYUSHA/
8715,"KATZENBERG, NICK"
8716,"KAUR, BENAZIR"
8717,"KAZAKI, SHINJI"
8718,KA-ZAR/KEVIN PLUNDER
8719,KAZE
8734,KEATON
8735,KEEPER OF THE COMICS
8736,KEERG
8737,KEEVER
8738,KEKA' AKELUAK
8739,"KEL, JANOTH"
8740,"KELLEHER, MARY"
8741,"KELLOG, SHERIFF L.B."
8742,"KELLY, KAREN"
8743,"KELLY, SARA"
8744,"KELLY, SEN. ROBERT E"
8745,"KEMBLE, DR."
8746,"KEMEL, MEHMET"
8747,"KEMPLETON, PROFESSOR"
8748,"KENNEDY, LOUISE"
8749,"KENT, CLARK"
8750,KEREM
8751,KERIVAK
8752,KESTRUS
8753,"KETCH, BARBARA"
8754,"KETCH, DORIS AUDRA"
8755,KEY/
8756,KHADIJAH
8757,"KHANDRUVITCH, DR. VA"
8758,KHAN
8759,KHAT
8760,KHATYLIS
8761,KHIRN
8762,KHOON
8763,KHORYPHOS [ETERNAL]
8764,KHYBER/
8765,KICKBACK/RICHARD
8766,KID COLT
8767,KID COLT II/ELRIC FR
8770,KID/E.B. FARRELL
8773,KID QUARRY
8774,KID REAPER
8775,KIKO
8776,"KILGREW, BASIL BETA"
8777,"KILGREW, GERARD"
8778,"KILLBREW, DR."
8779,"KILLBURN, MACK"
8780,"KILLDRAGON, HARMONY"
8781,KILLER CLOWN
8782,KILLER SHRIKE/SIMON
8783,KILLIAN
8784,"KILLMONGER, ERIC/N'J"
8785,KILLOBYTE
8786,KILLRAVEN/JONATHAN R
8787,KILMER
8788,"KIMBLE, DR."
8789,"KINCAID, DR. JANE FO"
8790,"KINCAID, DR. KEITH"
8791,"KINCAID, JIMMY"
8792,"KINCAID, MOSES"
8793,"KINE, BENEDICT"
8794,KING BEDLAM/CHRISTOP
8795,KING CADAVER
8796,KING GEORGE VI
8797,"KING, HANNIBAL/HENRY"
8798,"KINGMAN, BILL"
8799,KING (OF THE SEWER P
8800,KINGO SUNEN [ETERNAL
8801,KINGPIN/WILSON FISK
8802,KINGSIZE
8803,"KINGSLEY, DANIEL"
8804,KINLAN KARTH KITH
8805,"KIRBY, JACK"
8806,KIRIGI
8807,KIRIN
8808,KIRKEGAARD
8809,KISMET/J'RIDIA STARD
8810,"KITAGOWA, DR. KITTY"
8811,KITANG
8812,"KITCHENER, CHIEF INS"
8813,KLAER
8814,KLAW/ULYSSES KLAW
8815,"KLEB, ROSA"
8816,"KLEIN, CAMERON"
8817,"KLEINFELDT, LORNA"
8818,"KLEIN, SHIRLEY"
8819,"KLEIN, STANLEY"
8820,"KLEINSTOCK, HARLAN"
8821,"KLEINSTOCK, SVEN"
8822,"KLEIN, SUMMER"
8823,KLIGGER/SEN. EUGENE
8824,"KLINE, MR."
8825,"KLOSS, BERNARD"
8826,KNAVE
8827,KNICK KNACK
8828,KNIGHT ERRANT II
8829,KNIGHT ERRANT/MATSON
8830,"KNIGHT, LEO"
8831,KNIGHT/MALCOLM KNIGH
8832,"KNIGHT, MISTY"
8833,"KNOBLACH, GERTRUDE H"
8834,"KNOBLACH, GLORIA"
8835,"KNOBLACH, HANS"
8836,KNOCKABOUT/
8837,KNOCKOUT
8838,"KNUTZ, CINDY"
8839,"KOENIG, ERIC"
8840,KOFI [KYMELLIAN]
8841,KO-GAR
8842,KO'ICHI
8843,KOJIRO
8844,"KOLE, JOHN"
8845,"KOLE, MICHELLE"
8846,KOLOMAQ
8847,KOMODO
8848,"KONIEV, DMITRI"
8849,"KONIEV, IRINI"
8850,"KONIEV, MRS."
8851,KONO
8852,"KOPPISCH, DR. ERIC"
8853,KORATH THE PURSUER
8854,KORREK
8855,"KORVAC, MICHAEL"
8856,KOSHIMA
8857,"KOSINSKI, HARLEY"
8858,"KOWALSKI, TRISH"
8868,KRAA
8869,"KRAFT, DONNA"
8870,KRAGAR
8871,"KRAGG, GEN."
8872,KRAGG
8873,KRAKEN
8874,KRAKOA
8875,"KRAMER, KENNY"
8876,"KRAMER, STACEY"
8877,KRANG [ATLANTEAN]
8878,KRANG II
8879,"KRAUS, DR. FREIDERIC"
8880,KRAVEN THE HUNTER II
8881,KRAVEN THE HUNTER/SE
8882,"KRAY, D'VON"
8883,"KREA, BRUNO"
8884,KREDDICK
8885,KREE CAPTAIN AMERICA
8886,KREE GIANT MAN [KREE
8887,KREE IRON MAN [KREE]
8888,KREE SCARLET WITCH [
8889,"KREIGER, SIMON"
8890,"KREIGKOPH, GEN."
8891,"KRIEGHUND, COL."
8892,K'RIN
8893,KRISTA
8894,KRISTOFF/KRISTOFF VE
8895,KRIVEN
8896,K'RK [SHI'AR]
8897,KRO [DEVIANT]
8898,KRONITT
8899,KRONOS
8900,KROTOK
8901,KRUEGER
8902,KRUELLA
8903,KRUEL/VICTOR KRUELLE
8904,KRUGGAR
8905,"KRUMA, TALIA"
8906,KRUSH
8907,"KRYPT, DR."
8908,"KRYZEWSKI, LEONARD M"
8910,KUBIK
8911,KUKULCAN/VIRAKO/QUET
8912,KULAN GATH
8913,KULL
8914,KURAGARI
8915,"KURASOV, SIMYON BORI"
8916,"KURLYCHEK, PATTY"
8917,KUROKO/
8918,"KUROV, WASSILY"
8919,KUROYAMA
8920,KURRGO
8921,KURSE/ALGRIM [ASGARD
8922,"KUTUZOV, COL."
8923,KWANNON
8924,"KWAN, TERRY"
8925,KYLUN/COLIN MCKAY
8926,KYMRI
8927,KYSA
9024,LA BANDERA
9025,LACE/
9026,"LACOSTE, RAE"
9027,"LADONNA, HOLLY"
9028,LADY DEATHSTRIKE/YUR
9029,LADY LARK/LINDA LEWI
9030,LADY LOTUS
9031,LADY OF THE LAKE
9033,"LAMBERT, WILSON"
9034,LAMENT/
9035,"LAMY, KELLY"
9036,"LANCELOT, SIR"
9037,LANCER/SAMANTHA DUNB
9038,LANDA
9039,"LANDERS, DR."
9040,"LANDERS, GENA"
9041,"LANDERS, RAY"
9042,"LANDERS, RICKY"
9043,LANDSCAPE/BRETT
9044,LANDSLIDE
9045,LANDSLIDE II/LEE BRO
9046,"LANE, LOIS"
9047,"LANE, SILAS"
9048,"LANG, ALLISON"
9049,"LANG, CASSANDRA CASS"
9050,"LANG, DR. STEVEN"
9051,"LANGFORD, DR. DAVID"
9052,"LANGSTROM, LIEUTENAN"
9053,"LANG, TIMMY"
9054,"LANGTREE, GINA"
9055,"LANIEGE, BIANCA"
9056,LANN
9057,"LANNING, DR."
9058,"LANSING, CHERYL"
9059,LA NUIT
9060,"LAO-TSE, GEN."
9061,"LAPIN, EMIL"
9062,"LARGO, CHIEF"
9063,"LARROCA, SALVADORE"
9064,LASHER/
9065,"LATHAM, JORGE"
9066,"LAU, KING"
9067,"LAVEAU, MARIE"
9068,"LAVENDER, MAXINE"
9069,LAYLA
9086,LEADER/SAM STERNS
9087,LEAD-IN
9088,LEAP FROG/LANG
9089,LEAP-FROG/VINCENT PA
9090,"LEASH, MICAH"
9091,LEATHER/
9092,"LEBEAU, JACQUE"
9093,"LEBEAU, JEAN-LUC"
9094,"LEBEAU, MERCY"
9095,"LECLAIRE, PROFESSOR"
9096,"LEEBRE, VEEDA"
9097,LEECH
9098,"LEEDS, BETTY BRANT"
9099,"LEEDS, NED"
9100,"LEE, LITTLE LARRY"
9101,LEESHA
9102,"LEE, STAN"
9103,"LE FEY, MORGAN"
9104,"LEFLER, BOB"
9105,LEFT HAND/DIEGO CASS
9106,LEFT-WINGER/HECTOR L
9107,LEGAULT
9108,LEGION
9109,LEGION II/DAVID HALL
9110,LEGS/
9111,LEGS II/
9112,"LEIGHTON, BRIAN"
9113,"LEI KUNG, THE THUNDE"
9114,LEIR
9115,"LELAND, HARRY"
9116,"LENO, JAY"
9117,LEO/DANIEL RADFORD
9118,LEO II/
9119,"LEONARD, DR."
9120,LEONINUS
9121,LEONUS/LIONUS [INHUM
9122,"LEOPOLD, ARCHER"
9123,"LEQUARRE, GERRY"
9124,"LESTRADE, DR."
9125,LETHA
9126,"LETTERMAN, DAVID"
9127,LEVAN
9128,"LEVESSEUR, LARENT"
9129,LEVIATHAN
9130,LEVIATHAN II/EDWARD
9131,LEVIATHAN IV
9132,LEVIATHAN V
9133,LEVIATHAN VI
9134,"LEVINE, ABBY"
9135,"LEVIN, MAJOR DEBRA"
9136,LEVITICUS
9137,"LEWIS, DET. GARON"
9138,"LEWIS, DEVON"
9139,"LEWIS, SHIRLEY WASHI"
9140,LIBERATOR/PRINCE TRI
9141,LIBERTY GIRL/BEV
9142,LIBRA/GUSTAV BRANDT
9143,LIBRA III/
9144,LIBRA IV/
9145,LIBRITO
9146,LICH
9147,LIFEFORCE
9148,LIFELINE/DEACON
9149,LIGHT
9150,LIGHTMASTER/EDWARD L
9151,LIGHTNINGBOLT II/RAN
9152,LIGHTNING FIST
9153,LIGHTSPEED/JULIE POW
9154,LILANDRA NERAMANI [S
9155,LILITH/ANGEL O'HARA/
9156,LILITH II
9157,"LILLIAN, BEA"
9158,LINAK
9159,"LINCOLN, WILLIAM WIL"
9160,LINK
9161,"LIN, MEI"
9162,"LIN, PAULA"
9163,LIONMANE/GEN. LO CHI
9164,"LIPSCOMB, DR. ANGELA"
9165,"LIPTON, LAURA"
9166,"LIPTON, MILES"
9167,"LIPTON, TRENTON III"
9168,"LITTLE, ABNER"
9169,"LITTLETREE, LINDA"
9170,"LITTLEWING, SUSIE"
9171,LIVEWIRE/RANCE PREST
9172,LIVING ERASER
9173,LIVING LASER/ARTHUR
9174,LIVING LIGHTNING/MIG
9175,LIVING MONOLITH/AHME
9176,LIVING MUMMY
9177,LIVING TRIBUNAL
9178,LIZARD/DR. CURTIS CO
9179,LIZARD II
9180,L'KLEKK'TAK
9181,LLAN
9182,LLOIGOROTH
9183,LLYRA/LLYRA MORRIS
9184,LLYRON
9185,LOBLOLLY/
9186,"LOBO, CARLOS"
9187,"LOBO, EDUARDO"
9188,LOBO
9189,LOBO II
9190,LOBO III
9191,"LOBO, LUCKY"
9192,LOCKDOWN
9193,"LOCKE, DR. ALEXANDER"
9194,"LOCKE, DR. CASSANDRA"
9195,"LOCKER, MR."
9196,LOCKHART
9197,LOCKHEED
9198,LOCKHEED | MUTANT X-
9199,LOCKJAW [INHUMAN]
9200,"LOCKLIN, BEN"
9201,"LOCKLIN, GENERAL MER"
9202,LOCOMOTIVE BREATH/LA
9203,LOCUS
9204,LOCUST
9205,LODESTONE/ANDREA
9206,LOGA
9207,LOGA II
9208,"LOGAN, WAYNE"
9209,LOGOS
9210,"LOHAN, PETER"
9211,"LO, JIMMY"
9212,LOKI [ASGARDIAN]
9213,"LOMENZO, NICOLE"
9214,LONGARM/
9215,LONGBOW/AMELIA GREER
9216,"LONGBOW, DESIREE"
9218,LONGSHOT
9219,LONKARR
9220,LOOP
9221,"LOOPNER, LEXINGTON"
9222,LOOTER/NORTON G. FES
9223,"LOPEZ, ANGELA"
9224,"LOPEZ, ANTONIO"
9225,"LOPEZ, DONNA"
9226,"LOPEZ, JOSE"
9227,"LOPEZ, MARIA"
9228,"LOPEZ, MARIA II"
9229,"LOPEZ, SALMA"
9230,LORD BALDAR
9231,LORD CHAOS
9232,LORD GASPAR
9233,LORD KARNAJ
9234,LORD LEADER
9235,LORD OF LIGHT/BOWEN
9236,LORD TEMPLAR/
9237,LORD YARU
9238,LORELEI
9239,LORELEI II/MELODI [A
9240,"LOR, KONA"
9241,LORVEX
9242,"LOVECCHIO, ARGUS"
9243,LOVE
9244,"LOVEJOY, FRANKLIN"
9245,"LOWELL, DR."
9254,"LUBENSKI, NATE"
9255,"LUBOWSKI, LUGWRENCH"
9256,LUCAS
9257,"LUCAS, JAMES"
9258,"LUCAS, JAMES JR."
9259,LUCIFER
9260,LUCIFER II
9261,"LUCIFER, REV."
9262,LUDI
9263,"LUDLUM, ROSS"
9264,LULLABY/FELICITY HOP
9265,LUMINOR
9266,"LUMLEY, JUDY"
9267,LUMP
9268,"LUMPKIN, WILHEMINA B"
9269,"LUMPKIN, WILLIAM WIL"
9270,"LUMPKIN, WILLIE | TI"
9271,"LU, MR."
9272,LUNA/LUNA MAXIMOFF [
9273,LUNATIK/ARISEN TYRK
9274,LUNATIK II
9275,LUPE
9276,LUPO
9277,LURKING UNKNOWN
9278,LYJA LAZERFIST [SKRU
9279,LYLLA
9280,"LYNNE, MONICA"
9281,"LYNN, NORMA"
9282,"LYTH'KA, COMMANDER"
9283,M-80/SAYURI KYOTO
9284,MAA-GOR
9285,MACE
9286,"MACENDALE, JASON JR."
9287,"MACENDALE, KAREN"
9288,MACHETE/FERDINAND LO
9289,MACHINE MAN/X-51
9290,"MACINTOSH, ANN"
9291,"MACKAY, AILSA"
9292,"MACKAY, MURDO"
9293,"MACKENZIE, AL"
9294,"MACKENZIE, DR. NEIL"
9295,"MACLAIN, DR. MYRON"
9296,"MACON, ANGELO"
9297,"MACRAE, TRUTH"
9298,"MACTAGGART, JOE"
9299,"MACTAGGART, MOIRA |"
9300,"MACTAGGERT, MOIRA KI"
9301,MADAME HYDRA VI
9302,MADAME MASQUE/GIULIE
9303,MADAME MASQUE II/
9304,MADAME MASQUE III
9305,MADAME MASQUE IV
9306,MADAME MASQUE V
9307,MADAME MASQUE VI
9308,MADAME MENACE/SUNSET
9309,MADAME QWA
9310,MADAME ROSE
9311,MADAME SLAY
9312,MADAME WEB/CASSANDRA
9313,MADCAP
9314,"MADDEN, CHET"
9315,"MADDICKS, ARTHUR ART"
9316,"MADDICKS, NADINE"
9317,"MADDICKS, PROFESSOR"
9318,MAD DOG/COLONEL BUZZ
9319,"MADISON, TAYLOR"
9320,MADMAN/PHIL STERNS
9321,"MADSDEN, TREVOR"
9322,MAD VIKING/KNUT CAIN
9323,MAELEN
9324,MAELSTROM/MALCOLM ST
9325,MAESTRO
9326,MAGDALENE/MARISSA DA
9328,MAGGOTT/JAPHETH
9329,MAGIC
9330,MAGIK/ILLYANA RASPUT
9331,MAGMA/AMARA AQUILLA/
9332,MAGMA II/JONATHAN DA
9333,MAGNESIUM
9334,MAGNETO/MAGNUS/ERIC
9335,MAGNETO | MUTANT X-V
9336,MAGNIR
9337,MAGNOR
9338,"MAGNUM, MOSES"
9339,MAGNUS
9340,MAGOG
9341,MAGOG II
9342,"MAGRUDER, ALLIE"
9343,MAGUIRE
9344,MAGUS
9345,MAGUS II
9346,MAHA YOGI
9347,MAHKIZMO
9348,"MAHONEY, GINNY"
9349,MAINFRAME/IAN WAJLER
9350,MAINFRAME II
9351,MAINSPRING
9352,"MAJCOMB, RENEE"
9353,MAJESTON ZELIA
9354,MAJOR DOMO
9355,MAJOR LOVE
9356,MAJOR MAPLELEAF/LOUI
9357,MAJOR VICTORY/MAJ. V
9358,"MAJOWSKI, SAM MOTHER"
9359,MAKKARI/MIKE KHARY/I
9360,MAKO
9361,MALACHI
9362,MALAN Sometimes spel
9363,MALEKITH/MALCOLM KEI
9364,MALEVOLENCE
9365,MALICE
9366,MALICE II
9367,MALICE III
9368,MALICE IV
9369,MALICE V/NAKIA
9370,"MALONE, JULIUS"
9371,MALOVICK/
9372,"MALPHER, KATHY"
9373,MALPRACTICE
9374,MALTESE
9375,MALTZ
9376,"MALUS, DR. KARL"
9377,MAM'SELLE HEPZIBAH
9378,MANACLE/
9379,MAN-APE/M'BAKU
9380,MANAT
9381,MAN-BEAST
9382,MANBOT/BERNIE LACHEN
9383,MAN-BULL/BULL TAURUS
9384,MANDARIN
9385,"MANDARIN, JAMES"
9386,MANDRILL/HENSLEY FAR
9387,"MANELLI, DINO"
9388,MANGLER/
9389,MANGOG
9390,"MANH, COY LEONG XUI"
9391,"MANH, COY NGA"
9392,"MANH, COY TRANH"
9393,MANIKIN/DR. WHITMAN
9394,MANIPULATOR/
9395,MANIPULATOR II
9396,MANITOU
9397,MAN-KILLER/KATRINA L
9398,MAN-MOUNTAIN MARKO
9399,"MANN, DR. J. VERNON"
9400,"MANNING, DR."
9401,"MANNING, ERIKA"
9402,"MANNING, JANICE"
9403,MAN-OF-WAR
9404,"MANOLIS, LT. NICK"
9405,MANSLAUGHTER
9406,MAN-SPIDER CLONE | M
9407,MAN-SPIDER | MUTANT
9408,MANTA
9409,MANT/ERNEST
9410,MAN-THING/THEODORE T
9411,MANTIS/? BRANDT
9412,MANTIS (SPACE PHANTO
9413,"MANTLO, BILL"
9414,"MANTONE, JORGE"
9415,MANX
9416,MARAUDER
9417,MARAUDER II
9418,MARAUD
9419,"MARCEAUX, BELIZE"
9420,"MARCEAUX, THEOREN"
9421,MARCHALLA
9422,MARCHALLA II
9423,MARGOYLE
9424,MARIK
9425,MARILLA [INHUMAN]
9426,"MARIN, DR."
9427,MARIONETTE/MARI
9428,MARISSA (OF GENE-TEC
9429,MARISTA
9430,MARITA
9431,MARKED MAN
9432,"MARKO, KURT"
9433,"MARKS, DR. SHIELA"
9434,"MARLES, DR. THOMAS"
9435,"MARLEY, MITCH MADMAN"
9436,"MARLOPOLIS, EDGAR"
9437,"MARLOWE, STEVE"
9438,"MARLOWE, STEVE JR."
9439,"MARRERO, ED"
9440,MARRINA/MARRINA SMAL
9441,MARROW/SARAH
9442,"MARRS, DESMOND"
9443,"MARRS(-PAYNE), PHOEB"
9444,"MARSHALL, GRANT"
9445,"MARTELL, SHIELD AGEN"
9446,MARTHA
9447,"MARTIN, ASHLEY"
9448,"MARTINELLI, VINCENT"
9449,MARTINEX
9450,"MARTINEZ, AKASHA"
9451,"MARTINEZ, ALITHA"
9452,"MARTINEZ, CARMELLO"
9453,"MARTINEZ, ISADORA"
9454,"MARTINEZ, LINETTE"
9455,"MARTINEZ, MR."
9456,"MARTINEZ, MRS."
9457,MARTINS
9458,"MARTIN, TERI"
9459,"MARTS, MR."
9460,MARVEL BOY III/ROBER
9461,MARVEL BOY II/MARTIN
9462,MARVEL BOY/MARTIN BU
9463,MARVEL BOY VI
9464,MARVEL BOY VII/DAVID
9465,MARVEL BOY VIII/NOH-
9467,MARVEL GIRL DOPPELGA
9468,MARVEL GIRL II/VALER
9469,MARVEL GIRL/JEAN GRE
9476,MARVEL WOMAN | MUTAN
9477,"MARX, DR."
9478,MARX
9479,MASKED MARAUDER/FRAN
9480,"MASON, JOHN"
9481,"MASON, LOUISE"
9482,"MASON, WANDA"
9483,MASQUE
9484,MASTERBLASTER/
9485,MASTER ELO
9486,MASTER/ESHU
9487,MASTER FOUR
9488,MASTER KHAN/TYRONE K
9489,MASTER LINK/WILLIS H
9490,MASTER MAN II/ALEXAN
9491,MASTER MAN/WILHELM L
9492,MASTER MENACE/DR. EM
9493,MASTERMIND II/BOWERS
9494,MASTERMIND III
9495,MASTERMIND IV/MARTIN
9496,MASTERMIND/JASON WYN
9497,MASTERMIND V
9498,MASTER MOLD
9499,MASTER MOLD II
9500,MASTER MOLD III
9501,MASTER MONARCH/
9502,MASTER OF VENGEANCE
9503,MASTER OM
9504,MASTER ORDER
9505,MASTER PANDEMONIUM/M
9506,MASTER PROGRAMMER
9507,"MASTERS, ALICIA REIS"
9508,"MASTERS, DR. AUGUST"
9510,"MASTERSON, KEVIN"
9511,MASTER TWELVE
9512,MASTER ZEI
9513,MASTIFF
9514,"MASTIFF, MINNIE"
9515,MASTON-DAR
9516,MATADOR/MANUEL ELOGA
9517,MATHEMANIC/THOMAS SO
9518,MAULER/BRENDAN DOYLE
9519,MAUVIUS
9536,MAVERICK/CHRISTOPHER
9537,MAX
9538,MAX II
9539,"MAXIMOFF, DJANGO"
9540,MAXIMUS [INHUMAN]
9541,MAXOV
9546,"MAXWELL, DR. WILFRED"
9547,"MAXWELL, MORRIS"
9548,MAXXAM
9549,"MAYE, APRIL"
9550,MAYHEM/DET. BRIGID O
9556,"MCBRIDE, BEATRICE"
9557,"MCBRIDE, MARTHA"
9558,"MCCABE, LINDSAY"
9559,"MCCABE, NINA"
9560,"MCCALL, MEREDITH | T"
9561,"MCCAMBRIDGE, MEGAN"
9562,"MCCORMICK, BARRY"
9563,"MCCORMICK, FIONA"
9564,"MCCOURT, ALLISON"
9565,"MCCOY, EDNA ANDREWS"
9566,"MCCOY, NORTON"
9567,"MCCULLOUGH, DR. ANDR"
9568,"MCDONNELL, OSCAR"
9569,"MCDOWELL, SCOTTY"
9570,"MCELROY, JAMES"
9571,"MCGIVENEY, BULL"
9572,"MCGRILL, MARY"
9573,"MCHELE, JEREMY"
9589,"MCKEEVER, TINY"
9590,"MCKENNA-DRAKE, MARLE"
9591,"MCKENZIE, LEONARD"
9592,"MCKENZIE, LEON"
9593,"MCKENZIE, LYDIA"
9594,"MCKENZIE, SCARLETT"
9595,"MCKNIGHT, BOB"
9596,"MCLAREN, MEGAN"
9597,MCLEISH
9598,"MCMURRAY, YVONNE"
9599,"MCNAIR, TAD"
10065,"MCPHAIL, NATALIE"
10066,"MCPHEE, LOUIE"
10067,"MCPHERSON, LING"
10068,"MCSHANE, PATRICK"
10069,M'DAKA
10074,"MEACHUM, HAROLD"
10075,"MEACHUM, JOY"
10076,"MEACHUM, WARD"
10077,"MEAGHER, TYLER"
10078,MEANY
10079,MEATMARKET
10080,MECHADOOM
10081,MECHAMAGE/
10082,MEDEA
10083,"MEDINA, ANALISA MARI"
10084,MEDUSA II
10085,MEDUSA/MEDUSALITH AM
10086,MEDUSA | MUTANT X-VE
10087,MEEK
10088,"MEER, MAX"
10089,MEGA MAX/
10090,MEGATAK
10091,MEGGAN 2013
10092,MEGGAN
10093,"MELLACE, LUCY SANTIN"
10094,"MELLACE, TONY"
10095,MELLENCAMP
10096,MELONIE
10097,MELTER/BRUNO HORGAN
10098,MELTER II/BRUNO HORG
10099,"MELTON, LORRIE"
10100,MEMBRAIN/
10101,MEME
10103,"MENDELSON, DR. MACK"
10104,MENDICUS
10105,"MENDOSA, EMILIO"
10106,"MENGOCHAUZERAUS, GRI"
10107,"MENGOCHAUZERAUS, STA"
10108,"MENKEN, DONALD L."
10109,"MENNINGER, CLARA"
10111,MENTALLO
10112,MENTOR/ALARS [ETERNA
10113,MENTOR II
10114,MENTUS
10115,MEPHISITOID
10116,MEPHISTA
10117,MEPHISTO
10124,"MERCADO, JOY"
10125,MERCURY
10126,MERCURY II
10127,MERCURY III/
10128,MERCY
10129,"MERENGUES, SMOOTH MA"
10130,"MERIDIAN, DR. ROBERT"
10131,MERLIN
10132,MERLYN
10133,MERREE
10134,MERRIAN
10135,"MERRYWEATHER, IRENE"
10136,MESMERO
10137,"MESSENGER, TOBIAS"
10138,METABO
10139,METALSLASH/
10140,METEORITE
10141,METEORITE III/VALERI
10142,METOXO
10143,MEXXA RIEN
10274,M
10291,MIBA
10292,"MICAWBER, TRISTRAM"
10293,"MICHAELS, DAWN"
10294,MICHELLE
10295,"MICHEL, RAFE"
10296,"MICO, RODOLFO"
10327,MICROCHIP/LINUS LIEB
10328,MICROMAX/SCOTT WRIGH
10329,MIDAS
10330,MIDGARD SERPENT
10331,MIDGET
10332,MIDNIGHT III/JEFFREY
10333,MIDNIGHT/M'NAI
10334,MIDNIGHT'S FIRE/
10336,MIDWIFE
10337,MIESHO
10338,"MIFUNE, DR."
10339,MIKHLO
10340,MILAN
10341,MILLENIUS
10342,MILLENNIUM MONARCH
10343,"MILLER, CHRIS"
10344,"MILLER, FRANK"
10345,"MILLER, JENETTE"
10346,"MILLER, STACI MURPHY"
10347,"MILLER, TRACE"
10348,MIMIC/CALVIN RANKIN
10349,MINDBLAST
10350,MINDMELD/
10351,MIND'S EYE/MEACHAM
10352,MINDSINGER/GREGOR
10353,MINDSTORM/
10354,MINDWAVE
10355,MINDWORM/WILLIAM TUR
10356,MINERVA [KREE]
10357,MINI MAX/
10358,MINISTER BLOOD
10359,MINISTER TOME
10360,MINOR DOMO
10361,MINOTAUR
10362,MINOTAUR II
10363,MINOTAUR III
10364,MINOTAURUS
10365,MINSTER HOARD
10366,MINT JULEP
10367,MINXI [INHUMAN]
10368,MIRACLE MAN
10369,MIRAGE
10370,MIRAGE II/DANIELLE M
10371,MIRAGE III/MARGE
10372,MISFIT/
10374,MISS AMERICA/MADELIN
10376,MISSING LINK
10377,MISSING LINK II/RAY
10378,MISS ITCH/BLISS
10379,MISS LOCKE
10380,MISS MASS/
10381,MISS SACCHARINE
10382,MISS THING/MARY
10383,MISTER CLEAN
10384,MISTER HYDE/CALVIN Z
10385,MIST
10386,MIST MISTRESS
10387,MISTY/VINCENTE
10388,"MITCHELL, ROBERT"
10500,M'KAMBA
10501,M'KUMBA
10536,"MOBIUS, DR."
10537,MOBIUS
10538,MOCKINGBIRD/DR. BARB
10539,MODAM
10540,MODEM/
10541,"MODINE, REP. BERNARD"
10542,MODOK/GEORGE TARLETO
10543,MODRED THE MYSTIC
10544,MODT
10545,MODULAR MAN/STEPHEN
10547,MO
10548,MOJO
10549,MOJO II
10660,MOK
10661,MOLECULE MAN/OWEN RE
10662,MOLE
10663,MOLE MAN/HARVEY RUPE
10664,MOLE MAN | MUTANT X-
10665,MOLGOTHA
10666,"MOLLE, DR."
10667,MOLTEN MAN/MARK RAXT
10668,MOLTO
10669,MO MONEY
10670,MONDO
10671,MONDO II
10677,MONGOOSE
10678,"MONGRAIN, ALISON"
10679,MONGU
10680,MONMOUTH
10681,MONOCLE
10682,MONSTER FROM THE LOS
10683,MONSTROID/BALIOX/7NH
10684,MONTANA
10685,MONTANA II
10686,MONTENEGRO
10687,"MONTESI, VICTORIA"
10688,MONTGOMERY
10689,"MONTGOMERY, SIR BERN"
10690,"MONTOYA, JULIO"
10691,"MONTOYA, MARIA"
10692,"MOODY, RUNYAN"
10693,"MOOMJI, INDRIES"
10694,MOONBOY
10695,MOONDANCER
10696,MOONDARK
10697,MOONDRAGON DOPPELGAN
10698,MOONDRAGON/HEATHER D
10699,MOONGLOW/
10700,MOONHUNTER/ZACK MOON
10701,MOON KNIGHT DOPPELGA
10702,MOON KNIGHT/MARC SPE
10703,MOON KNIGHT | MUTANT
10704,MOONRAKER/SLADE TRUM
10705,MOONSTALKER/KIANA
10706,MOONSTOMP/
10707,MOONSTONE II/KARLA S
10708,MOONSTONE/LLOYD BLOC
10709,MOON WOLF/
10710,"MOORE, CONNIE"
10711,"MOORE, TONI"
10712,MOOT
